CBL662,White,Holden,VY COMMODORE,2004,Saloon,2011-10-01,Counties/Manukau
CBQ554,Grey,Ford,COURIER,2004,Utility,2011-07-23,Eastern
CBS577,Blue,Nissan,SKYLINE,1991,Saloon,2011-08-23,Canterbury
CBS889,Silver,Subaru,LEGACY,1996,Saloon,2011-10-16,Auckland City
CBT612,Blue,BMW,328I,1997,Saloon,2011-10-17,Auckland City
CBU153,Gold,Nissan,PRIMERA,2001,Saloon,2011-07-01,Northland
CBU444,Gold,Toyota,HIACE,1994,Light Van,2011-10-07,Canterbury
CBU561,Black,Honda,INTEGRA,1995,Saloon,2011-10-18,Counties/Manukau
CBU577,White,Subaru,LEGACY,1997,Stationwagon,2011-09-08,Waikato
CCJ491,Green,Isuzu,BIGHORN,1994,Stationwagon,2011-11-10,Bay of Plenty
CCK432,White,Mitsubishi,LEGNUM,1997,Stationwagon,2011-10-06,Auckland City
CCQ364,White,Nissan,BLUEBIRD,1997,Saloon,2011-10-24,Waitemata
CCR577,White,Nissan,ATLAS,1994,Other Truck,2011-11-16,Auckland City
CCS676,Green,Landrover,DISCOVERY,1997,Stationwagon,2011-07-04,Waitemata
CCU412,Silver,Honda,LOGO,1997,Hatchback,2011-09-20,Auckland City
CCZ459,White,Mitsubishi,DELICA,1996,Light Van,2011-11-03,Canterbury
CDB226,Red,Toyota,HIACE,2004,Light Van,2011-07-18,Counties/Manukau
CDD572,Red,Toyota,HILUX,1995,Stationwagon,2011-07-09,Central
CDE972,Silver,Toyota,HILUX,2004,Utility,2011-08-28,Northland
CDK774,Red,Saab,9000,1993,Hatchback,2011-11-21,Waikato
CDL145,Grey,Nissan,PRIMERA,1991,Saloon,2011-10-01,Auckland City
CDL496,Black,Isuzu,MU,1993,Stationwagon,2011-10-16,Eastern
CDL745,Red,Ford,FALCON,2000,Saloon,2011-10-15,Bay of Plenty
CDL827,White,Mitsubishi,LANCER,1995,Saloon,2011-11-19,Canterbury
CDS257,White,Toyota,HIACE,1997,Light Van,2011-09-20,Auckland City
CED706,Silver,Nissan,PRIMERA,1997,Saloon,2011-11-04,Auckland City
CEE996,Red,Subaru,LEGACY,1995,Stationwagon,2011-09-25,Canterbury
CEH81,White,Mitsubishi,CANTER,2004,Other Truck,2011-07-05,Counties/Manukau
CEJ577,Black,Ford,MONDEO,1999,Saloon,2011-11-11,Waitemata
CEP38,Blue,Toyota,HILUX,1996,Utility,2011-07-30,Bay of Plenty
CER503,Silver,Honda,INSPIRE,1996,Saloon,2011-11-13,Waitemata
CER61,Black,Nissan,CEFIRO,1995,Saloon,2011-08-09,Counties/Manukau
CER735,White,Nissan,CEFIRO,1996,Saloon,2011-08-14,Wellington
CET570,White,Nissan,BLUEBIRD,1997,Saloon,2011-11-28,Central
CEU195,Blue,Honda,ODYSSEY,1995,Stationwagon,2011-10-13,Auckland City
CEU543,Black,Mazda,FAMILIA,2000,Hatchback,2011-11-26,Waikato
CEW161,Green,Toyota,LANDCRUISER,1997,Stationwagon,2011-11-14,Bay of Plenty
CEW637,Blue,Honda,ACCORD,1998,Saloon,2011-10-04,Auckland City
CFB676,Silver,Mitsubishi,LEGNUM,1996,Stationwagon,2011-11-28,Auckland City
CFD340,White,Toyota,VISTA,1995,Saloon,2011-11-14,Waitemata
CFE28,Silver,Nissan,PRAIRIE,1996,Stationwagon,2011-07-04,Central
CFE345,Blue,Toyota,CAVALIER,1999,Saloon,2011-06-17,Bay of Plenty
CFE644,White,Toyota,HIACE,2004,Light Van,2011-09-18,Auckland City
CFJ556,Silver,Nissan,PULSAR,1995,Saloon,2011-07-17,Canterbury
CFJ658,Silver,Nissan,SUNNY,1996,Saloon,2011-06-09,Waitemata
CFK959,Blue,Isuzu,MU,1995,Stationwagon,2011-08-29,Eastern
CFM956,Blue,Subaru,LEGACY,1998,Stationwagon,2011-11-29,Canterbury
CFR136,Red,BMW,520I,1996,Saloon,2011-10-22,Canterbury
CFR29,White,Toyota,HILUX,1996,Utility,2011-08-12,Waikato
CFT13,Red,Mazda,FAMILIA,1994,Saloon,2011-07-18,Counties/Manukau
CFT991,Silver,Nissan,NAVARA,1986,Utility,2011-12-01,Wellington
CFZ171,White,Nissan,CONDOR,1992,Other Truck,2011-09-07,Waitemata
CFZ426,Black,Toyota,HILUX,1993,Stationwagon,2011-09-25,Southern
CFZ771,Blue,Mitsubishi,CHARIOT,1995,Stationwagon,2011-12-01,Bay of Plenty
CFZ882,Purple,Mitsubishi,GALANT,1996,Saloon,2011-09-18,Tasman
CGC233,White,Subaru,IMPREZA,1998,Saloon,2011-12-01,Canterbury
CGE861,Grey,Nissan,TERRANO,1990,Stationwagon,2011-11-02,Wellington
CGF625,White,Hyundai,LANTRA,1998,Stationwagon,2011-11-30,Waitemata
CGM940,Green,Nissan,NAVARA,2004,Utility,2011-10-29,Waitemata
CGS306,Black,Mazda,TRIBUTE,2004,Stationwagon,2011-11-24,Canterbury
CGS481,Green,Nissan,MISTRAL,1996,Stationwagon,2011-06-11,Wellington
CGY634,Black,Holden,VX COMMODORE,2002,Saloon,2011-06-06,Wellington
CHA394,White,Toyota,HIACE,1999,Light Van,2011-07-20,Counties/Manukau
CHB866,White,Holden,COMMODORE,2003,Saloon,2011-10-30,Counties/Manukau
CHE325,Blue,Honda,INTEGRA,1996,Sports Car,2011-08-19,Counties/Manukau
CHF3,Purple,Mitsubishi,L200,1985,Utility,2011-09-10,Bay of Plenty
CHH529,Yellow,Subaru,IMPREZA,1999,Stationwagon,2011-09-03,Auckland City
CHJ245,Black,Subaru,FORESTER,1997,Stationwagon,2011-11-14,Counties/Manukau
CHM313,White,Toyota,HIACE,1994,Flat Deck Truck,2011-09-30,Auckland City
CHN764,Red,Nissan,TERRANO,1991,Stationwagon,2011-10-20,Counties/Manukau
CHP171,Black,Nissan,CEFIRO,1995,Saloon,2011-07-18,Wellington
CHR539,White,Subaru,LEGACY,1998,Stationwagon,2011-08-23,Canterbury
CHR957,Black,Subaru,FORESTER,1997,Stationwagon,2011-07-09,Eastern
CHS974,White,Mitsubishi,LEGNUM,1997,Stationwagon,2011-10-06,Wellington
CHU186,Grey,Nissan,TERRANO,1993,Stationwagon,2011-09-05,Southern
CHY248,Red,Toyota,HIACE,2004,Light Van,2011-09-05,Auckland City
CJA566,White,Toyota,HIACE,1998,Light Van,2011-07-22,Auckland City
CJD936,Silver,Mitsubishi,LEGNUM,1997,Stationwagon,2011-06-17,Eastern
CJH358,Red,Subaru,LEGACY,1997,Stationwagon,2011-07-22,Wellington
CJM441,White,Toyota,CALDINA,1997,Stationwagon,2011-11-23,Auckland City
CJN74,Grey,Mitsubishi,GALANT,1998,Saloon,2011-11-22,Bay of Plenty
CJQ383,Yellow,Subaru,IMPREZA,1999,Saloon,2011-12-01,Auckland City
CJQ66,White,Honda,INTEGRA,1996,Saloon,2011-07-03,Waitemata
CJQ812,Silver,Mazda,FAMILIA,1999,Stationwagon,2011-11-13,Waikato
CJT396,Red,Subaru,IMPREZA,1995,Saloon,2011-11-11,Wellington
CKB727,White,Hyundai,LANTRA,1999,Stationwagon,2011-09-05,Counties/Manukau
CKC174,Blue,Toyota,EMINA,1994,Light Van,2011-10-24,Waikato
CKC311,White,Daewoo,NUBIRA,2004,Stationwagon,2011-11-19,Waitemata
CKC511,White,Toyota,CALDINA,1997,Stationwagon,2011-11-28,Waikato
CKG236,Blue,Toyota,HIACE,2004,Light Van,2011-11-03,Waitemata
CKJ699,Silver,Holden,COMMODORE,2004,Saloon,2011-11-24,Counties/Manukau
CKM676,White,Nissan,SILVIA,1996,Saloon,2011-07-31,Central
CKR723,Black,Holden,COMMODORE,2004,Saloon,2011-09-16,Auckland City
CKU161,White,Nissan,DATSUN,1996,Utility,2011-07-08,Northland
CKU66,Green,Nissan,TERRANO,1995,Stationwagon,2011-06-13,Counties/Manukau
CLE55,Grey,Subaru,LEGACY,1995,Stationwagon,2011-08-22,Counties/Manukau
CLF572,Green,Toyota,HILUX,1991,Stationwagon,2011-10-17,Wellington
CLG201,Blue,Subaru,IMPREZA,1999,Saloon,2011-09-24,Wellington
CLJ536,White,Nissan,BLUEBIRD,1996,Saloon,2011-08-04,Counties/Manukau
CLN218,Black,Honda,ODYSSEY,1996,Stationwagon,2011-08-25,Waitemata
CLP827,Blue,Nissan,MISTRAL,1996,Stationwagon,2011-08-13,Southern
CLQ329,White,Mitsubishi,LANCER,2004,Saloon,2011-11-22,Counties/Manukau
CLS170,Black,Nissan,PULSAR,1995,Hatchback,2011-07-16,Canterbury
CLS373,White,Toyota,CURREN,1996,Stationwagon,2011-11-27,Wellington
CLT955,Black,BMW,325I,1994,Saloon,2011-09-18,Counties/Manukau
CLZ899,Silver,Subaru,LEGACY,1994,Stationwagon,2011-11-30,Waikato
CMB128,Silver,Audi,A4,2001,Saloon,2011-11-20,Counties/Manukau
CMB220,Grey,Nissan,MAXIMA,1993,Saloon,2011-10-31,Bay of Plenty
CMB495,Silver,Nissan,CEFIRO,1997,Saloon,2011-10-18,Counties/Manukau
CME344,Grey,Toyota,HILUX,1987,Utility,2011-08-26,Canterbury
CMF465,White,Mitsubishi,GALANT,1997,Saloon,2011-11-21,Eastern
CMF566,Red,Mazda,FAMILIA,1990,Hatchback,2011-08-29,Auckland City
CMF95,White,Toyota,STARLET,1997,Hatchback,2011-06-08,Auckland City
CMG329,Grey,Toyota,ESTIMA,1995,Stationwagon,2011-11-27,Auckland City
CMG985,Grey,Toyota,HILUX,1993,Utility,2011-07-27,Bay of Plenty
CMH954,White,Mitsubishi,LANCER,1996,Saloon,2011-11-26,Central
CMK906,Silver,Nissan,LARGO,1997,Light Van,2011-08-24,Waitemata
CMK965,White,Ford,COURIER,2005,Utility,2011-07-28,Waitemata
CMK976,White,Ford,ESCAPE,2005,Stationwagon,2011-11-11,Waikato
CMN546,Blue,Subaru,IMPREZA,1996,Saloon,2011-07-09,Waikato
CMQ425,Silver,Nissan,SUNNY,1995,Saloon,2011-10-13,Auckland City
CMY536,Red,Subaru,IMPREZA,1996,Stationwagon,2011-06-09,Wellington
CNA551,Silver,Nissan,PRIMERA,1998,Saloon,2011-10-27,Auckland City
CNA994,Grey,BMW,728,2001,Saloon,2011-11-27,Waitemata
CNH51,Silver,Mitsubishi,MIRAGE,1995,Saloon,2011-11-19,Auckland City
CNH827,White,Toyota,HIACE,1997,Light Van,2011-07-09,Counties/Manukau
CNL51,Green,Landrover,DISCOVERY,1997,Stationwagon,2011-11-29,Auckland City
CNL554,White,Toyota,REGIUS,1999,Light Van,2011-08-21,Auckland City
CNL741,Green,Subaru,LEGACY,1994,Stationwagon,2011-08-25,Counties/Manukau
CNW7,Grey,Mazda,BONGO,1993,Light Van,2011-08-18,Waitemata
CNY989,Silver,Mitsubishi,DIAMANTE,1997,Saloon,2011-08-10,Canterbury
CPA773,Black,Mitsubishi,DELICA,1995,Stationwagon,2011-06-21,Canterbury
CPE27,Silver,Nissan,LARGO,1994,Stationwagon,2011-09-12,Bay of Plenty
CPE407,White,Ford,FALCON,2005,Saloon,2011-06-11,Eastern
CPF924,Silver,Nissan,SKYLINE,1996,Saloon,2011-11-13,Auckland City
CPG257,Silver,Subaru,LEGACY,1994,Stationwagon,2011-11-10,Waikato
CPK90,Gold,Nissan,TERRANO,1997,Stationwagon,2011-10-24,Bay of Plenty
CPM949,Blue,Honda,TORNEO,1998,Saloon,2011-09-01,Waitemata
CPU822,Cream,Toyota,HIACE,1996,Light Van,2011-07-01,Wellington
CPY385,Green,Subaru,LEGACY,1997,Stationwagon,2011-09-10,Auckland City
CPYDOG,White,Mitsubishi,LANCER,1994,Saloon,2011-06-10,Auckland City
CQA227,Black,Toyota,TRUENO,1995,Sports Car,2011-09-30,Bay of Plenty
CQA441,Silver,Nissan,PULSAR,1999,Saloon,2011-11-29,Auckland City
CQC538,Blue,Subaru,LEGACY,1996,Saloon,2011-09-27,Auckland City
CQR722,Gold,Toyota,LANDCRUISER,1985,Stationwagon,2011-09-07,Auckland City
CQS701,Grey,Subaru,IMPREZA,1999,Saloon,2011-06-18,Wellington
CQY891,White,Toyota,HIACE,1999,Light Van,2011-09-16,Waitemata
CRC404,Blue,Isuzu,MU,1995,Stationwagon,2011-06-19,Waikato
CRC527,Blue,Nissan,TERRANO,1996,Stationwagon,2011-08-10,Counties/Manukau
CRC642,White,Ford,COURIER XLT,1991,Utility,2011-06-11,Waikato
CRC804,White,Toyota,HILUX,1985,Other Truck,2011-09-16,Central
CRD756,Red,Toyota,HILUX,1994,Stationwagon,2011-09-03,Canterbury
CRD992,Silver,Holden,COMMODORE,2005,Saloon,2011-11-06,Wellington
CRE28,White,Mazda,FAMILIA,1994,Saloon,2011-09-26,Northland
CREDDY,Silver,Toyota,ALLION,2004,Saloon,2011-07-16,Counties/Manukau
CRF148,White,Toyota,CALDINA,1997,Stationwagon,2011-07-04,Central
CRF183,Red,Mitsubishi,MIRAGE,1992,Hatchback,2011-09-20,Wellington
CRH915,Blue,Toyota,CALDINA,1996,Stationwagon,2011-06-08,Canterbury
CRJ94,White,Toyota,DYNA,1997,Other Truck,2011-07-07,Canterbury
CRK850,Green,Toyota,HILUX,1996,Stationwagon,2011-10-22,Counties/Manukau
CRM442,Blue,Honda,TORNEO,1998,Saloon,2011-11-23,Auckland City
CRM83,White,Subaru,LEGACY,1997,Stationwagon,2011-07-15,Bay of Plenty
CRP395,White,Toyota,HIACE,2000,Light Van,2011-07-03,Counties/Manukau
CRP481,Black,Nissan,SAFARI,1992,Stationwagon,2011-08-18,Waikato
CRQ310,Black,Mitsubishi,LANCER,1997,Saloon,2011-12-02,Waikato
CRS512,Red,Honda,ACCORD,1995,Stationwagon,2011-11-11,Wellington
CRW450,White,Subaru,IMPREZA,1994,Saloon,2011-11-22,Counties/Manukau
CSA330,Blue,Toyota,HILUX,1994,Stationwagon,2011-10-20,Canterbury
CSB493,Black,Mitsubishi,LANCER,1993,Saloon,2011-06-22,Central
CSB99,White,Mitsubishi,L300,2005,Light Van,2011-09-29,Wellington
CSC841,White,Toyota,STARLET,1997,Hatchback,2011-10-04,Counties/Manukau
CSC89,Silver,Honda,CRV,2005,Light Van,2011-12-02,Counties/Manukau
CSF721,Black,Toyota,COROLLA,1996,Saloon,2011-08-18,Canterbury
CSG351,Black,Toyota,CAVALIER,1998,Saloon,2011-11-15,Auckland City
CSH381,Silver,Subaru,LEGACY,1998,Saloon,2011-06-04,Bay of Plenty
CSJ907,Blue,Nissan,SKYLINE,1994,Saloon,2011-12-01,Canterbury
CSJ955,Silver,Mitsubishi,LEGNUM,1996,Stationwagon,2011-10-04,Auckland City
CSK226,Silver,Mazda,FAMILIA,1997,Saloon,2011-11-30,Northland
CSL55,Black,BMW,320I,1992,Saloon,2011-09-25,Canterbury
CSL985,Red,Subaru,IMPREZA,1996,Stationwagon,2011-07-07,Auckland City
CSM366,Green,Honda,ODYSSEY,1998,Stationwagon,2011-09-08,Counties/Manukau
CSQ109,Silver,Nissan,SUNNY,1996,Saloon,2011-08-15,Waikato
CSZ268,Blue,Subaru,IMPREZA,1998,Stationwagon,2011-07-12,Auckland City
CTB885,Silver,Nissan,PULSAR,1998,Stationwagon,2011-07-31,Auckland City
CTE35,White,Mitsubishi,L300,2005,Light Van,2011-11-19,Counties/Manukau
CTG558,Silver,Mitsubishi,LANCER,1996,Saloon,2011-10-08,Central
CTM360,Brown,Nissan,SUNNY,1996,Saloon,2011-07-21,Counties/Manukau
CTQ811,Green,Mazda,BONGO,1995,Light Van,2011-10-11,Counties/Manukau
CTR917,White,Mitsubishi,TRITON,2005,Utility,2011-11-06,Waitemata
CTU757,Silver,Nissan,PULSAR,1994,Saloon,2011-06-28,Counties/Manukau
CUE259,Black,BMW,325I,2005,Saloon,2011-09-10,Auckland City
CUE336,Silver,Toyota,LANDCRUISER,1993,Stationwagon,2011-06-22,Bay of Plenty
CUH418,Grey,Toyota,ESTIMA,1994,Stationwagon,2011-06-11,Counties/Manukau
CUNARD,Silver,Range Rover,HSE,1996,Stationwagon,2011-07-02,Canterbury
CUQ603,Green,Ford,COURIER,2005,Utility,2011-09-24,Northland
CUR882,Blue,BMW,323I,1996,Saloon,2011-06-28,Auckland City
CUU610,Red,Toyota,LANDCRUISER,1991,Flat Deck Truck,2011-09-27,Waikato
CUY189,Black,Nissan,LUCINO,1998,Stationwagon,2011-06-15,Waitemata
CUY918,White,Nissan,ATLAS,1995,Flat Deck Truck,2011-09-30,Waitemata
CWC958,Green,Mitsubishi,LIBERO,1998,Stationwagon,2011-11-06,Waitemata
CWF241,White,Nissan,URVAN,1989,Stationwagon,2011-08-04,Canterbury
CWJ435,Black,Subaru,LEGACY,1998,Stationwagon,2011-07-18,Auckland City
CWK861,White,Mitsubishi,LANCER,1997,Saloon,2011-07-25,Waitemata
CWL511,Silver,Honda,CRX,1993,Hatchback,2011-07-07,Auckland City
CWQ525,Black,Holden,CREWMAN,2005,Utility,2011-11-19,Waikato
CWR210,Black,Audi,TT,2002,Convertible,2011-10-25,Waitemata
CWU936,White,Toyota,RAV4,1995,Stationwagon,2011-07-12,Counties/Manukau
CYB818,Blue,Suzuki,ESCUDO,1992,Stationwagon,2011-07-17,Auckland City
CYE96,White,Toyota,HIACE,1998,Light Van,2011-08-07,Counties/Manukau
CYH134,Grey,Toyota,TOWNACE,1996,Light Van,2011-10-26,Canterbury
CYH991,White,Honda,ACCORD,1998,Stationwagon,2011-06-16,Waitemata
CYN392,Red,Ford,FALCON,2001,Saloon,2011-07-09,Auckland City
CYP484,White,Honda,ACCORD,1998,Stationwagon,2011-11-10,Wellington
CYR872,Blue,Toyota,RAV4,1997,Stationwagon,2011-11-09,Northland
CYT701,Red,Toyota,PASEO,1992,Sports Car,2011-06-25,Auckland City
CYZ147,White,Honda,CIVIC,2000,Hatchback,2011-09-16,Auckland City
CYZ880,Silver,Subaru,LEGACY,1995,Stationwagon,2011-11-04,Northland
CZD486,Silver,Mitsubishi,PAJERO,1997,Stationwagon,2011-09-18,Auckland City
CZN211,Silver,Nissan,PRESAGE,1998,Stationwagon,2011-08-29,Auckland City
CZP638,Green,Ford,EXPLORER,1999,Stationwagon,2011-09-27,Waitemata
CZR881,White,Nissan,SUNNY,1996,Saloon,2011-08-26,Central
CZS251,Silver,Subaru,LEGACY,1996,Stationwagon,2011-07-18,Auckland City
CZU256,Silver,Audi,A4,2001,Saloon,2011-06-08,Auckland City
CZZ181,Black,Nissan,PULSAR,1991,Hatchback,2011-08-07,Waitemata
D133G,Blue,Trailer,HOMEMADE,2004,Trailer,2011-09-15,Southern
D147H,White,Factory Built,LUGGAGE TRAILER,2004,Trailer - Heavy,2011-07-21,Waitemata
D211D,Yellow,Trailer,HOMEBUILT 2003,2003,Trailer,2011-08-22,Canterbury
D257Z,Silver,Kea,K645,2004,Trailer,2011-10-27,Waikato
D258B,Silver,Trailer,FLAT DECK,2004,Trailer,2011-09-21,Waikato
D258Z,Silver,Kea,K855,2004,Trailer,2011-10-27,Waikato
D279N,Silver,Kea,K545A,2004,Trailer,2011-10-19,Waikato
D292C,Grey,Trailer,HOSKING BOAT,2004,Boat Trailer,2011-08-29,Waitemata
D392H,Green,Trailer,APEX,1979,Trailer,2011-11-21,Bay of Plenty
D424J,Silver,Trailer,LOCAL,1999,Trailer,2011-08-03,Bay of Plenty
D541D,Orange,Trailer,CAR TRAMPERTER,2004,Trailer - Heavy,2011-09-22,Waikato
D554R,Grey,Factory Built,NZ TRAILERS,2004,Trailer,2011-11-21,Waikato
D556P,Silver,Trailer,DINGO,2004,Trailer,2011-10-03,Counties/Manukau
D587H,Red,Trailer,LOGSPLITTER,2004,Trailer - Heavy,2011-06-30,Southern
D654Y,Silver,Trailer,KEA K744T,2004,Trailer,2011-09-15,Wellington
D656D,Silver,Trailer,BOAT TRAILER,1996,Boat Trailer,2011-09-20,Counties/Manukau
D671K,Silver,Trailer,DOMESTIC TRAILER,2002,Trailer,2011-09-19,Waikato
D724R,Silver,Factory Built,BRENT SMITH TRAILERS,2004,Trailer,2011-08-25,Central
D750B,Green,Trailer,FACTORY BUILT,2004,Trailer,2011-11-22,Auckland City
D781Z,Orange,Trailer,ARO BUILT,2004,Trailer,2011-11-03,Counties/Manukau
D805C,Silver,Trailer,HOMEBUILT,2004,Trailer,2011-08-05,Auckland City
D834Q,Green,Homebuilt,,1980,Trailer,2011-09-19,Central
D916L,Grey,Trailer,HOMEBUILT,2004,Trailer,2011-11-11,Auckland City
D931N,Silver,Trailer,RACEWAY,2004,Trailer,2011-11-10,Canterbury
D934H,Silver,Trailer,KEA,2004,Trailer,2011-06-16,Eastern
D965D,Grey,Trailer,FINELINE TANDEM,2004,Trailer - Heavy,2011-09-21,Counties/Manukau
D983G,Black,Trailer,SOUTHERN INTERNATION,2004,Trailer,2011-10-19,Canterbury
DAC333,Red,Isuzu,WIZARD,1996,Stationwagon,2011-07-22,Northland
DAC797,Blue,Subaru,IMPREZA,1997,Stationwagon,2011-11-22,Wellington
DAD665,White,Honda,ODYSSEY,2000,Stationwagon,2011-07-13,Bay of Plenty
DAG456,Silver,Toyota,ESTIMA,1996,Stationwagon,2011-07-17,Auckland City
DAH270,White,Toyota,HIACE,1999,Light Van,2011-08-17,Waitemata
DAJ60,Red,Suzuki,CULTAS,1996,Stationwagon,2011-06-23,Waitemata
DAK425,Red,Honda,ODYSSEY,1995,Stationwagon,2011-09-11,Wellington
DAK809,White,Ford,COURIER,2005,Utility,2011-11-10,Wellington
DAM700,White,Toyota,CAMRY,2000,Saloon,2011-09-07,Canterbury
DAN11,Red,Nissan,SILVIA,1994,Sports Car,2011-08-09,Canterbury
DAN473,Black,Mitsubishi,LIBERO,1994,Stationwagon,2011-09-13,Counties/Manukau
DAP710,Green,Mitsubishi,LIBERO,1997,Stationwagon,2011-11-10,Wellington
DAP871,Black,Subaru,FORESTER,1998,Stationwagon,2011-10-18,Counties/Manukau
DAQ275,White,Mitsubishi,LANCER,1996,Saloon,2011-07-17,Bay of Plenty
DAY361,Red,Honda,CRX SIR DEL SOL,1992,Sports Car,2011-10-14,Waitemata
DAY749,Green,Nissan,MAXIMA,1999,Saloon,2011-07-29,Bay of Plenty
DAZ385,Blue,Toyota,HILUX,1996,Stationwagon,2011-10-14,Wellington
DBB682,Silver,Subaru,IMPREZA,1997,Stationwagon,2011-11-26,Auckland City
DBB88,Grey,Nissan,SAFARI,1991,Stationwagon,2011-07-20,Canterbury
DBD151,Grey,Toyota,ESTIMA,1993,Stationwagon,2011-07-21,Counties/Manukau
DBE627,Green,Toyota,WINDOM,1997,Saloon,2011-06-29,Canterbury
DBG268,Silver,Toyota,HILUX,2005,Utility,2011-10-04,Counties/Manukau
DBM430,White,Mitsubishi,DIAMANTE,1997,Saloon,2011-08-30,Waitemata
DBN658,Blue,Toyota,HILUX,1994,Stationwagon,2011-07-22,Auckland City
DBQ676,Black,Subaru,LEGACY,2002,Saloon,2011-10-05,Bay of Plenty
DBR131,Silver,Nissan,CEFIRO,1997,Stationwagon,2011-08-19,Auckland City
DBS544,Silver,Subaru,LEGACY,1994,Stationwagon,2011-10-13,Auckland City
DBU662,Silver,Nissan,PRIMERA,1996,Saloon,2011-08-30,Counties/Manukau
DBY764,Silver,Subaru,LEGACY,1997,Stationwagon,2011-07-23,Counties/Manukau
DCI0,Silver,BMW,550I,2006,Saloon,2011-10-24,Auckland City
DCL243,White,Honda,CIVIC,1990,Hatchback,2011-07-26,Bay of Plenty
DCQ673,Silver,Nissan,SUNNY,1998,Saloon,2011-10-09,Auckland City
DCS697,Grey,Nissan,PULSAR,1996,Hatchback,2011-10-28,Wellington
DCW312,White,Subaru,IMPREZA,1998,Saloon,2011-06-15,Counties/Manukau
DCY750,Green,Honda,CIVIC,1993,Saloon,2011-08-24,Waitemata
DDB267,Black,Subaru,LEGACY,1990,Saloon,2011-11-13,Waikato
DDB982,Silver,Subaru,IMPREZA,1995,Stationwagon,2011-08-10,Bay of Plenty
DDD197,Silver,BMW,320I,1995,Saloon,2011-09-25,Auckland City
DDE204,White,Toyota,HIACE,2001,Light Van,2011-08-19,Counties/Manukau
DDF371,Silver,Nissan,BLUEBIRD,1997,Saloon,2011-12-02,Auckland City
DDF883,Grey,Nissan,TERRANO,1994,Stationwagon,2011-06-11,Wellington
DDK308,Blue,Subaru,LEGACY,1996,Stationwagon,2011-11-08,Counties/Manukau
DDL603,Gold,Mitsubishi,STARION,1983,Hatchback,2011-11-13,Canterbury
DDL917,Silver,Toyota,CALDINA,2002,Stationwagon,2011-11-29,Auckland City
DDP261,White,Toyota,COROLLA,1997,Saloon,2011-09-18,Auckland City
DDQ249,Blue,Mitsubishi,LEGNUM,1997,Stationwagon,2011-06-23,Auckland City
DDQ892,Silver,Holden,COMM VR BERLINA,1993,Saloon,2011-10-03,Counties/Manukau
DDS597,Green,Toyota,RAV4,1996,Stationwagon,2011-08-15,Auckland City
DDT680,White,Nissan,SERENA,1997,Stationwagon,2011-09-29,Counties/Manukau
DDU460,Blue,Subaru,IMPREZA,1994,Stationwagon,2011-11-24,Auckland City
DDY888,White,Subaru,IMPREZA,1996,Saloon,2011-07-06,Auckland City
DEA317,White,Toyota,HILUX,2006,Utility,2011-08-21,Wellington
DEB575,Green,Subaru,LEGACY,1995,Stationwagon,2011-11-22,Waitemata
DEB640,Red,Mitsubishi,RVR,1995,Stationwagon,2011-09-10,Waitemata
DECIET,Red,Nissan,350Z,2003,Sports Car,2011-09-24,Auckland City
DEE175,Black,BMW,323I,1996,Saloon,2011-11-18,Waitemata
DEG731,Black,Isuzu,BIGHORN,1995,Stationwagon,2011-07-01,Northland
DEH621,Silver,BMW,Z3,2001,Convertible,2011-07-21,Northland
DEK694,White,Mitsubishi,FTO,1996,Saloon,2011-12-01,Central
DEL742,Blue,Honda,CIVIC,1996,Hatchback,2011-11-30,Canterbury
DEL954,White,Toyota,TOWNACE,1996,Other Truck,2011-07-19,Waitemata
DEM916,White,Holden,COMMODORE,2006,Saloon,2011-07-20,Canterbury
DEN904,Silver,Nissan,BLUEBIRD,1996,Saloon,2011-07-23,Wellington
DENZF,Silver,Ford,LASER 1.5 GL WAGON,1994,Stationwagon,2011-08-15,Wellington
DES222,Red,Nissan,STAGEA,1996,Stationwagon,2011-06-27,Canterbury
DET819,White,Toyota,HIACE,2006,Light Bus (up to 10 seats),2011-06-27,Auckland City
DEZ677,Blue,Honda,CIVIC,1997,Hatchback,2011-07-15,Counties/Manukau
DFA950,White,Subaru,LEGACY,1996,Stationwagon,2011-11-18,Waikato
DFB381,Purple,Nissan,PRIMERA,1998,Stationwagon,2011-12-02,Counties/Manukau
DFF513,Blue,Nissan,LARGO,1996,Light Van,2011-08-25,Counties/Manukau
DFG166,Grey,Toyota,HILUX,1996,Utility,2011-07-19,Eastern
DFG274,Red,Subaru,IMPREZA,1997,Stationwagon,2011-11-05,Waikato
DFG451,Silver,Honda,ODYSSEY,1997,Stationwagon,2011-08-24,Eastern
DFH155,Black,Mitsubishi,LANCER,1995,Saloon,2011-11-27,Counties/Manukau
DFJ197,Orange,Peugeot,206,2001,Saloon,2011-09-06,Counties/Manukau
DFM59,Red,Subaru,LEGACY,1991,Saloon,2011-09-17,Waikato
DFN144,White,Toyota,DYNA,1995,Heavy Van,2011-10-19,Waitemata
DFP141,Grey,Nissan,PULSAR,1997,Hatchback,2011-12-01,Counties/Manukau
DFP91,Silver,Nissan,SKYLINE,1989,Saloon,2011-08-01,Northland
DFQ937,Black,Subaru,FORESTER,1997,Stationwagon,2011-06-14,Counties/Manukau
DFT883,Blue,Subaru,LEGACY,1996,Stationwagon,2011-11-21,Northland
DGA988,White,Nissan,SKYLINE,1989,Saloon,2011-06-27,Counties/Manukau
DGD481,White,Toyota,DYNA,1996,Other Truck,2011-09-11,Auckland City
